Electoral district number ,Electoral district name,Political affiliation,Votes obtained ,% Votes obtained ,Full_name,Total_valid_votes,Rank,Winner,PPC_Vote
59024,Prince George--Peace River--Northern Rockies,Maverick Party,1580,3.2,David Jeffers,49197,6,Loser,5138
59024,Prince George--Peace River--Northern Rockies,Green Party,1661,3.4,Catharine Kendall,49197,5,Loser,5138
59024,Prince George--Peace River--Northern Rockies,NDP,6647,13.5,Cory Grizz Longley,49197,2,Loser,5138
59024,Prince George--Peace River--Northern Rockies,Conservative,29882,60.7,Bob Zimmer,49197,1,Winner,5138
59025,Richmond Centre,Green Party,1109,3.2,Laura Gillanders,34161,4,Loser,748
59025,Richmond Centre,PPC,748,2.2,James Hinton,34161,5,Loser,748
59025,Richmond Centre,Liberal,13440,39.3,Wilson Miao,34161,1,Winner,748
59025,Richmond Centre,NDP,6196,18.1,Sandra Nixon,34161,3,Loser,748
59025,Richmond Centre,Conservative,12668,37.1,Alice Wong,34161,2,Loser,748
59026,Esquimalt--Saanich--Sooke,PPC,2995,4.6,Rob Anderson,65542,5,Loser,2995
59026,Esquimalt--Saanich--Sooke,Conservative,13885,21.2,Laura Anne Frost,65542,3,Loser,2995
59026,Esquimalt--Saanich--Sooke,NDP,28056,42.8,Randall Garrison,65542,1,Winner,2995
59026,Esquimalt--Saanich--Sooke,Green Party,5891,9,Harley Gordon,65542,4,Loser,2995
59026,Esquimalt--Saanich--Sooke,Liberal,14466,22.1,Doug Kobayashi,65542,2,Loser,2995
59026,Esquimalt--Saanich--Sooke,Communist,249,0.4,Tyson Riel Strandlund,65542,6,Loser,2995
59027,Saanich--Gulf Islands,Conservative,14775,22.5,David Busch,65522,2,Loser,1943
59027,Saanich--Gulf Islands,Communist,141,0.2,Dock Currie,65522,6,Loser,1943
59027,Saanich--Gulf Islands,PPC,1943,3,David Hilderman,65522,5,Loser,1943
59027,Saanich--Gulf Islands,Green Party,24648,37.6,Elizabeth May,65522,1,Winner,1943
59027,Saanich--Gulf Islands,Liberal,12056,18.4,Sherri Moore-Arbour,65522,3,Loser,1943
59027,Saanich--Gulf Islands,NDP,11959,18.3,Sabina Singh,65522,4,Loser,1943
59028,Skeena--Bulkley Valley,NDP,15921,42.6,Taylor Bachrach,37391,1,Winner,2888
59028,Skeena--Bulkley Valley,PPC,2888,7.7,Jody Craven,37391,3,Loser,2888
59028,Skeena--Bulkley Valley,Liberal,2866,7.7,Lakhwinder Jhaj,37391,4,Loser,2888
59028,Skeena--Bulkley Valley,Conservative,13513,36.1,Claire Rattee,37391,2,Loser,2888
59028,Skeena--Bulkley Valley,Christian Heritage Party,797,2.1,Rod Taylor,37391,6,Loser,2888
59028,Skeena--Bulkley Valley,Green Party,1406,3.8,Adeana Young,37391,5,Loser,2888
59029,South Okanagan--West Kootenay,NDP,27595,41.3,Richard Cannings,66780,1,Winner,4866
59029,South Okanagan--West Kootenay,Green Party,2485,3.7,Tara Howse,66780,5,Loser,4866
59029,South Okanagan--West Kootenay,Conservative,23675,35.5,Helena Konanz,66780,2,Loser,4866
59029,South Okanagan--West Kootenay,Liberal,8159,12.2,Ken Robertson,66780,3,Loser,4866
59029,South Okanagan--West Kootenay,PPC,4866,7.3,Sean Taylor,66780,4,Loser,4866
59030,South Surrey--White Rock,Conservative,24158,42.5,Kerry-Lynne Findlay,56905,1,Winner,2186
59030,South Surrey--White Rock,Liberal,22166,39,Gordie Hogg,56905,2,Loser,2186
59030,South Surrey--White Rock,PPC,2186,3.8,Gary Jensen,56905,4,Loser,2186
59030,South Surrey--White Rock,NDP,8395,14.8,June Liu,56905,3,Loser,2186
59031,Steveston--Richmond East,Liberal,16543,42.5,Parm Bains,38949,1,Winner,955
59031,Steveston--Richmond East,Conservative,13066,33.5,Kenny Chiu,38949,2,Loser,955
59031,Steveston--Richmond East,Green Party,860,2.2,Françoise Raunet,38949,5,Loser,955
59031,Steveston--Richmond East,PPC,955,2.5,Jennifer Singh,38949,4,Loser,955
59031,Steveston--Richmond East,NDP,7525,19.3,Jack Trovato,38949,3,Loser,955
59032,Surrey Centre,Communist,137,0.4,Ryan Abbott,38386,7,Loser,1539
59032,Surrey Centre,NDP,10627,27.7,Sonia Andhi,38386,2,Loser,1539
59032,Surrey Centre,Conservative,8094,21.1,Tina Bains,38386,3,Loser,1539
59032,Surrey Centre,PPC,1539,4,Joe Kennedy,38386,4,Loser,1539
59032,Surrey Centre,Green Party,838,2.2,Felix Kongyuy,38386,5,Loser,1539
59032,Surrey Centre,Christian Heritage Party,289,0.8,Kevin Pielak,38386,6,Loser,1539
59032,Surrey Centre,Liberal,16862,43.9,Randeep Sarai,38386,1,Winner,1539
59033,Surrey--Newton,Liberal,19721,53.9,Sukh Dhaliwal,36610,1,Winner,967
59033,Surrey--Newton,Independent,628,1.7,Parveer Hundal,36610,5,Loser,967
59033,Surrey--Newton,NDP,9536,26,Avneet Johal,36610,2,Loser,967
59033,Surrey--Newton,Conservative,5758,15.7,Syed Mohsin,36610,3,Loser,967
59033,Surrey--Newton,PPC,967,2.6,Pamela Singh,36610,4,Loser,967
59034,Vancouver Centre,Conservative,11162,21.6,Harry Cockell,51617,3,Loser,1683
59034,Vancouver Centre,Liberal,20873,40.4,Hedy Fry,51617,1,Winner,1683
59034,Vancouver Centre,NDP,15869,30.7,Breen Ouellette,51617,2,Loser,1683
59034,Vancouver Centre,Green Party,2030,3.9,Alaric Paivarinta,51617,4,Loser,1683
59034,Vancouver Centre,PPC,1683,3.3,Taylor Singleton-Fookes,51617,5,Loser,1683
59035,Vancouver East,Libertarian,831,1.7,Gölök Buday,49591,6,Loser,1382
59035,Vancouver East,Conservative,5399,10.9,Mauro Francis,49591,3,Loser,1382
59035,Vancouver East,Communist,387,0.8,Natasha Hale,49591,7,Loser,1382
59035,Vancouver East,NDP,27969,56.4,Jenny Kwan,49591,1,Winner,1382
59035,Vancouver East,PPC,1382,2.8,Karin Litzcke,49591,5,Loser,1382
59035,Vancouver East,Green Party,3826,7.7,Cheryl Matthew,49591,4,Loser,1382
59035,Vancouver East,Liberal,9797,19.8,Josh Vander Vies,49591,2,Loser,1382
59036,Vancouver Granville,NDP,16619,33.5,Anjali Appadurai,49560,2,Loser,1177
59036,Vancouver Granville,Conservative,13280,26.8,Kailin Che,49560,3,Loser,1177
59036,Vancouver Granville,PPC,1177,2.4,Damian Jewett,49560,5,Loser,1177
59036,Vancouver Granville,Liberal,17050,34.4,Taleeb Noormohamed,49560,1,Winner,1177
59036,Vancouver Granville,Green Party,1434,2.9,Imtiaz Popat,49560,4,Loser,1177
59037,North Island--Powell River,NDP,23833,39.5,Rachel Blaney,60263,1,Winner,2795
59037,North Island--Powell River,Conservative,21670,36,Shelley Downey,60263,2,Loser,2795
59037,North Island--Powell River,Maverick Party,310,0.5,Stacey Gastis,60263,6,Loser,2795
59037,North Island--Powell River,Liberal,7922,13.1,Jennifer Grenz,60263,3,Loser,2795
59037,North Island--Powell River,PPC,2795,4.6,Paul Macknight,60263,5,Loser,2795
59037,North Island--Powell River,Marxist-Leninist,77,0.1,Carla Neal,60263,7,Loser,2795
59037,North Island--Powell River,Green Party,3656,6.1,Jessica Wegg,60263,4,Loser,2795
59038,Vancouver Kingsway,Conservative,5456,13.6,Carson Binda,40158,3,Loser,868
59038,Vancouver Kingsway,Liberal,11022,27.4,Virginia Bremner,40158,2,Loser,868
59038,Vancouver Kingsway,Communist,175,0.4,Kimball Cariou,40158,6,Loser,868
59038,Vancouver Kingsway,Green Party,1575,3.9,Farrukh Chishtie,40158,4,Loser,868
59038,Vancouver Kingsway,NDP,20994,52.3,Don Davies,40158,1,Winner,868
59038,Vancouver Kingsway,PPC,868,2.2,Jeremy MacKenzie,40158,5,Loser,868
59038,Vancouver Kingsway,Marxist-Leninist,68,0.2,Donna Petersen,40158,7,Loser,868
59039,Vancouver Quadra,NDP,9220,19.3,Naden Abenes,47705,3,Loser,963
59039,Vancouver Quadra,Conservative,13786,28.9,Brad Armstrong,47705,2,Loser,963
59039,Vancouver Quadra,Liberal,20814,43.6,Joyce Murray,47705,1,Winner,963
59039,Vancouver Quadra,PPC,963,2,Renate Siekmann,47705,5,Loser,963
59039,Vancouver Quadra,Green Party,2922,6.1,Devyani Singh,47705,4,Loser,963
59040,Vancouver South,PPC,1104,2.7,Anthony Cook,40283,4,Loser,1104
59040,Vancouver South,Conservative,9060,22.5,Sukhbir Singh Gill,40283,3,Loser,1104
59040,Vancouver South,Marxist-Leninist,287,0.7,Anne Jamieson,40283,5,Loser,1104
59040,Vancouver South,NDP,9922,24.6,Sean McQuillan,40283,2,Loser,1104
59040,Vancouver South,Liberal,19910,49.4,Harjit S. Sajjan,40283,1,Winner,1104
59041,Victoria,NDP,29301,43.9,Laurel Collins,66748,1,Winner,2065
59041,Victoria,Conservative,9152,13.7,Hannah Hodson,66748,3,Loser,2065
59041,Victoria,Green Party,7472,11.2,Nick Loughton,66748,4,Loser,2065
59041,Victoria,Liberal,18194,27.3,Nikki Macdonald,66748,2,Loser,2065
59041,Victoria,PPC,2065,3.1,John Randal Phipps,66748,5,Loser,2065
59041,Victoria,Animal Protection Party,273,0.4,Jordan Reichert,66748,7,Loser,2065
59041,Victoria,Communist,291,0.4,Janis Zroback,66748,6,Loser,2065
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,PPC,2299,3.6,Doug Bebb,63459,5,Loser,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Independent,50,0.1,Terry Grimwood,63459,8,Loser,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Parti Rhinocéros Party,98,0.2,Gordon Jeffrey,63459,6,Loser,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,NDP,16265,25.6,Avi Lewis,63459,3,Loser,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Independent,77,0.1,Chris MacGregor,63459,7,Loser,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Green Party,4108,6.5,Mike Simpson,63459,4,Loser,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal,21500,33.9,Patrick Weiler,63459,1,Winner,2299
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative,19062,30,John Weston,63459,2,Loser,2299
60001,Yukon,Conservative,5096,26.3,Barbara Dunlop,19406,2,Loser,0
60001,Yukon,Liberal,6471,33.3,Brendan Hanley,19406,1,Winner,0
60001,Yukon,Green Party,846,4.4,Lenore Morris,19406,5,Loser,0
60001,Yukon,Independent,2639,13.6,Jonas Jacot Smith,19406,4,Loser,0
60001,Yukon,NDP,4354,22.4,Lisa Vollans-Leduc,19406,3,Loser,0
61001,Northwest Territories,Independent,1791,12.7,Jane Groenewegen,14095,4,Loser,0
61001,Northwest Territories,NDP,4558,32.3,Kelvin Kotchilea,14095,2,Loser,0
61001,Northwest Territories,Green Party,328,2.3,Roland Laufer,14095,5,Loser,0
61001,Northwest Territories,Liberal,5387,38.2,Michael McLeod,14095,1,Winner,0
61001,Northwest Territories,Conservative,2031,14.4,Lea Anne Mollison,14095,3,Loser,0
62001,Nunavut,Liberal,2578,35.9,Pat Angnakak,7189,2,Loser,0
62001,Nunavut,NDP,3427,47.7,Lori Idlout,7189,1,Winner,0
62001,Nunavut,Conservative,1184,16.5,Laura Mackenzie,7189,3,Loser,0
